time,enrolled,available,waitlisted,total,course,quarter,pass,priority
2024-05-27,0.0,30.0,0.0,30.0,BGGN 272,FA 24,1,4
2024-05-31,0.0,30.0,0.0,30.0,BGGN 272,FA 24,2,1
2024-06-01,0.0,30.0,0.0,30.0,BGGN 272,FA 24,2,2
2024-06-02,0.0,30.0,0.0,30.0,BGGN 272,FA 24,2,3
2024-06-03,0.0,30.0,0.0,30.0,BGGN 272,FA 24,2,4
2024-06-07,1.0,29.0,0.0,30.0,BGGN 272,FA 24,3,6
2024-08-12,2.0,28.0,0.0,30.0,BGGN 272,FA 24,1,5
2024-08-19,2.0,28.0,0.0,30.0,BGGN 272,FA 24,2,5
2024-05-24,0.0,0.0,0.0,0.0,BGGN 275,FA 24,1,1
2024-05-25,0.0,0.0,0.0,0.0,BGGN 275,FA 24,1,2
2024-05-26,0.0,0.0,0.0,0.0,BGGN 275,FA 24,1,3
2024-05-27,0.0,0.0,0.0,0.0,BGGN 275,FA 24,1,4
2024-05-31,0.0,0.0,0.0,0.0,BGGN 275,FA 24,2,1
2024-06-01,0.0,0.0,0.0,0.0,BGGN 275,FA 24,2,2
2024-06-02,0.0,0.0,0.0,0.0,BGGN 275,FA 24,2,3
2024-06-03,0.0,0.0,0.0,0.0,BGGN 275,FA 24,2,4
2024-06-07,0.0,0.0,0.0,0.0,BGGN 275,FA 24,3,6
2024-08-12,21.0,0.0,2.0,0.0,BGGN 275,FA 24,1,5
2024-08-19,26.0,0.0,1.0,0.0,BGGN 275,FA 24,2,5
2024-05-31,0.0,0.0,0.0,0.0,BGGN 276,FA 24,2,1
2024-06-01,0.0,0.0,0.0,0.0,BGGN 276,FA 24,2,2
2024-06-02,0.0,0.0,0.0,0.0,BGGN 276,FA 24,2,3
2024-06-03,0.0,0.0,0.0,0.0,BGGN 276,FA 24,2,4
2024-06-07,0.0,0.0,0.0,0.0,BGGN 276,FA 24,3,6
2024-08-12,21.0,0.0,2.0,0.0,BGGN 276,FA 24,1,5
2024-08-19,26.0,0.0,1.0,0.0,BGGN 276,FA 24,2,5
2024-05-24,0.0,0.0,0.0,0.0,BGGN 295,FA 24,1,1
2024-05-25,0.0,0.0,0.0,0.0,BGGN 295,FA 24,1,2
2024-05-26,0.0,0.0,0.0,0.0,BGGN 295,FA 24,1,3
2024-05-27,0.0,0.0,0.0,0.0,BGGN 295,FA 24,1,4
2024-05-31,0.0,0.0,0.0,0.0,BGGN 295,FA 24,2,1
2024-06-01,0.0,0.0,0.0,0.0,BGGN 295,FA 24,2,2
2024-06-02,0.0,0.0,0.0,0.0,BGGN 295,FA 24,2,3
2024-06-03,0.0,0.0,2.0,0.0,BGGN 295,FA 24,2,4
2024-06-07,0.0,0.0,2.0,0.0,BGGN 295,FA 24,3,6
2024-08-12,21.0,0.0,8.0,0.0,BGGN 295,FA 24,1,5
2024-08-19,26.0,0.0,7.0,0.0,BGGN 295,FA 24,2,5
2024-05-24,0.0,9999.0,0.0,9999.0,BGJC 204,FA 24,1,1
2024-05-25,3.0,9996.0,0.0,9999.0,BGJC 204,FA 24,1,2
2024-05-26,5.0,9994.0,0.0,9999.0,BGJC 204,FA 24,1,3
2024-05-27,5.0,9994.0,0.0,9999.0,BGJC 204,FA 24,1,4
2024-05-31,12.0,9987.0,0.0,9999.0,BGJC 204,FA 24,2,1
2024-06-01,12.0,9987.0,0.0,9999.0,BGJC 204,FA 24,2,2
2024-06-02,13.0,9986.0,0.0,9999.0,BGJC 204,FA 24,2,3
2024-06-03,14.0,9985.0,0.0,9999.0,BGJC 204,FA 24,2,4
2024-06-07,15.0,9984.0,0.0,9999.0,BGJC 204,FA 24,3,6
2024-08-12,23.0,9976.0,0.0,9999.0,BGJC 204,FA 24,1,5
2024-08-19,27.0,9972.0,0.0,9999.0,BGJC 204,FA 24,2,5
2024-05-24,0.0,10.0,0.0,10.0,BGJC 215,FA 24,1,1
2024-05-25,0.0,10.0,0.0,10.0,BGJC 215,FA 24,1,2
2024-05-26,0.0,10.0,0.0,10.0,BGJC 215,FA 24,1,3
2024-05-27,0.0,10.0,0.0,10.0,BGJC 215,FA 24,1,4
2024-05-31,1.0,9.0,0.0,10.0,BGJC 215,FA 24,2,1
2024-06-01,1.0,9.0,0.0,10.0,BGJC 215,FA 24,2,2
2024-06-02,1.0,9.0,0.0,10.0,BGJC 215,FA 24,2,3
2024-06-03,1.0,9.0,0.0,10.0,BGJC 215,FA 24,2,4
2024-06-07,1.0,9.0,0.0,10.0,BGJC 215,FA 24,3,6
2024-08-12,4.0,6.0,0.0,10.0,BGJC 215,FA 24,1,5
2024-08-19,4.0,6.0,0.0,10.0,BGJC 215,FA 24,2,5
2024-05-24,1.0,2169782.0,0.0,2169783.0,BGRD 200,FA 24,1,1
2024-05-25,43.0,2169740.0,0.0,2169783.0,BGRD 200,FA 24,1,2
2024-05-26,51.0,2169732.0,0.0,2169783.0,BGRD 200,FA 24,1,3
2024-05-27,52.0,2169731.0,0.0,2169783.0,BGRD 200,FA 24,1,4
2024-05-31,103.0,2169680.0,0.0,2169783.0,BGRD 200,FA 24,2,1
2024-06-01,110.0,2169673.0,0.0,2169783.0,BGRD 200,FA 24,2,2
2024-06-02,112.0,2169671.0,0.0,2169783.0,BGRD 200,FA 24,2,3
2024-06-03,115.0,2169668.0,0.0,2169783.0,BGRD 200,FA 24,2,4
2024-06-07,136.0,2169647.0,0.0,2169783.0,BGRD 200,FA 24,3,6
2024-08-12,244.0,2329523.0,0.0,2329767.0,BGRD 200,FA 24,1,5
2024-08-19,270.0,2349495.0,0.0,2349765.0,BGRD 200,FA 24,2,5
2024-05-24,0.0,9999.0,0.0,9999.0,BGSE 200,FA 24,1,1
2024-05-25,1.0,9998.0,0.0,9999.0,BGSE 200,FA 24,1,2
2024-05-26,2.0,9997.0,0.0,9999.0,BGSE 200,FA 24,1,3
2024-05-27,2.0,9997.0,0.0,9999.0,BGSE 200,FA 24,1,4
2024-05-31,8.0,9991.0,0.0,9999.0,BGSE 200,FA 24,2,1
2024-06-01,8.0,9991.0,0.0,9999.0,BGSE 200,FA 24,2,2
2024-06-02,8.0,9991.0,0.0,9999.0,BGSE 200,FA 24,2,3
2024-06-03,8.0,9991.0,0.0,9999.0,BGSE 200,FA 24,2,4
2024-06-07,8.0,9991.0,0.0,9999.0,BGSE 200,FA 24,3,6
2024-08-12,12.0,9987.0,0.0,9999.0,BGSE 200,FA 24,1,5
2024-08-19,16.0,9983.0,0.0,9999.0,BGSE 200,FA 24,2,5
2024-05-24,0.0,250.0,0.0,250.0,BGSE 205,FA 24,1,1
2024-05-25,22.0,228.0,0.0,250.0,BGSE 205,FA 24,1,2
2024-05-26,25.0,225.0,0.0,250.0,BGSE 205,FA 24,1,3
2024-05-27,26.0,224.0,0.0,250.0,BGSE 205,FA 24,1,4
2024-05-31,56.0,194.0,0.0,250.0,BGSE 205,FA 24,2,1
2024-06-01,58.0,192.0,0.0,250.0,BGSE 205,FA 24,2,2
2024-06-02,59.0,191.0,0.0,250.0,BGSE 205,FA 24,2,3
2024-06-03,59.0,191.0,0.0,250.0,BGSE 205,FA 24,2,4
2024-06-07,71.0,179.0,0.0,250.0,BGSE 205,FA 24,3,6
2024-08-12,130.0,70.0,0.0,200.0,BGSE 205,FA 24,1,5
2024-08-19,138.0,62.0,0.0,200.0,BGSE 205,FA 24,2,5
2024-08-12,144.0,148.0,0.0,292.0,BIBC 100,FA 24,1,5
2024-08-19,167.0,125.0,0.0,292.0,BIBC 100,FA 24,2,5
2024-05-24,0.0,352.0,0.0,352.0,BIBC 102,FA 24,1,1
2024-05-25,21.0,331.0,0.0,352.0,BIBC 102,FA 24,1,2
2024-05-26,58.0,294.0,0.0,352.0,BIBC 102,FA 24,1,3
2024-05-27,66.0,286.0,0.0,352.0,BIBC 102,FA 24,1,4
2024-05-31,345.0,7.0,0.0,352.0,BIBC 102,FA 24,2,1
2024-06-01,345.0,7.0,0.0,352.0,BIBC 102,FA 24,2,2
2024-06-02,350.0,2.0,6.0,352.0,BIBC 102,FA 24,2,3
2024-06-03,350.0,2.0,6.0,352.0,BIBC 102,FA 24,2,4
2024-06-07,352.0,0.0,78.0,352.0,BIBC 102,FA 24,3,6
2024-08-12,352.0,232.0,57.0,584.0,BIBC 102,FA 24,1,5
2024-08-19,378.0,206.0,57.0,584.0,BIBC 102,FA 24,2,5
2024-05-24,0.0,192.0,0.0,192.0,BIBC 103,FA 24,1,1
2024-05-25,31.0,161.0,0.0,192.0,BIBC 103,FA 24,1,2
2024-05-26,88.0,104.0,0.0,192.0,BIBC 103,FA 24,1,3
2024-05-27,95.0,97.0,0.0,192.0,BIBC 103,FA 24,1,4
2024-05-31,192.0,0.0,0.0,192.0,BIBC 103,FA 24,2,1
2024-06-01,192.0,0.0,0.0,192.0,BIBC 103,FA 24,2,2
2024-06-02,192.0,0.0,2.0,192.0,BIBC 103,FA 24,2,3
2024-06-03,192.0,0.0,2.0,192.0,BIBC 103,FA 24,2,4
2024-06-07,192.0,0.0,41.0,192.0,BIBC 103,FA 24,3,6
2024-08-12,192.0,0.0,41.0,192.0,BIBC 103,FA 24,1,5
2024-08-19,192.0,0.0,41.0,192.0,BIBC 103,FA 24,2,5
2024-05-24,0.0,624.0,0.0,624.0,BICD 100,FA 24,1,1
2024-05-25,21.0,603.0,0.0,624.0,BICD 100,FA 24,1,2
2024-05-26,34.0,590.0,0.0,624.0,BICD 100,FA 24,1,3
2024-05-27,39.0,585.0,0.0,624.0,BICD 100,FA 24,1,4
2024-05-31,312.0,312.0,0.0,624.0,BICD 100,FA 24,2,1
2024-06-01,312.0,312.0,0.0,624.0,BICD 100,FA 24,2,2
2024-06-02,334.0,290.0,2.0,624.0,BICD 100,FA 24,2,3
2024-06-03,339.0,285.0,2.0,624.0,BICD 100,FA 24,2,4
2024-06-07,607.0,17.0,67.0,624.0,BICD 100,FA 24,3,6
2024-08-12,624.0,276.0,49.0,900.0,BICD 100,FA 24,1,5
2024-08-19,757.0,143.0,49.0,900.0,BICD 100,FA 24,2,5
2024-05-24,0.0,292.0,0.0,292.0,BICD 110,FA 24,1,1
2024-05-25,8.0,284.0,0.0,292.0,BICD 110,FA 24,1,2
2024-05-26,40.0,252.0,0.0,292.0,BICD 110,FA 24,1,3
2024-05-27,44.0,248.0,0.0,292.0,BICD 110,FA 24,1,4
2024-05-31,84.0,208.0,0.0,292.0,BICD 110,FA 24,2,1
2024-06-01,84.0,208.0,0.0,292.0,BICD 110,FA 24,2,2
2024-06-02,88.0,204.0,0.0,292.0,BICD 110,FA 24,2,3
2024-06-03,88.0,204.0,0.0,292.0,BICD 110,FA 24,2,4
2024-06-07,173.0,119.0,0.0,292.0,BICD 110,FA 24,3,6
2024-08-12,188.0,104.0,1.0,292.0,BICD 110,FA 24,1,5
2024-08-19,189.0,103.0,1.0,292.0,BICD 110,FA 24,2,5
2024-05-24,0.0,196.0,0.0,196.0,BICD 140,FA 24,1,1
2024-05-25,5.0,191.0,0.0,196.0,BICD 140,FA 24,1,2
2024-05-26,26.0,170.0,0.0,196.0,BICD 140,FA 24,1,3
2024-05-27,27.0,169.0,0.0,196.0,BICD 140,FA 24,1,4
2024-05-31,60.0,136.0,0.0,196.0,BICD 140,FA 24,2,1
2024-06-01,60.0,136.0,0.0,196.0,BICD 140,FA 24,2,2
2024-06-02,65.0,131.0,0.0,196.0,BICD 140,FA 24,2,3
2024-06-03,65.0,131.0,0.0,196.0,BICD 140,FA 24,2,4
2024-06-07,121.0,75.0,0.0,196.0,BICD 140,FA 24,3,6
2024-08-12,135.0,61.0,0.0,196.0,BICD 140,FA 24,1,5
2024-08-19,135.0,61.0,0.0,196.0,BICD 140,FA 24,2,5
2024-05-24,0.0,36.0,0.0,36.0,BICD 145,FA 24,1,1
2024-05-25,5.0,31.0,0.0,36.0,BICD 145,FA 24,1,2
2024-05-26,34.0,2.0,0.0,36.0,BICD 145,FA 24,1,3
2024-05-27,34.0,2.0,0.0,36.0,BICD 145,FA 24,1,4
2024-05-31,36.0,0.0,0.0,36.0,BICD 145,FA 24,2,1
2024-06-01,36.0,0.0,0.0,36.0,BICD 145,FA 24,2,2
2024-06-02,36.0,0.0,0.0,36.0,BICD 145,FA 24,2,3
2024-06-03,36.0,0.0,0.0,36.0,BICD 145,FA 24,2,4
2024-06-07,36.0,0.0,12.0,36.0,BICD 145,FA 24,3,6
2024-08-12,36.0,0.0,10.0,36.0,BICD 145,FA 24,1,5
2024-08-19,36.0,0.0,10.0,36.0,BICD 145,FA 24,2,5
2024-05-24,0.0,220.0,0.0,220.0,BIEB 102,FA 24,1,1
2024-05-25,16.0,204.0,0.0,220.0,BIEB 102,FA 24,1,2
2024-05-26,31.0,189.0,0.0,220.0,BIEB 102,FA 24,1,3
2024-05-27,34.0,186.0,0.0,220.0,BIEB 102,FA 24,1,4
2024-05-31,128.0,92.0,0.0,220.0,BIEB 102,FA 24,2,1
2024-06-01,128.0,92.0,0.0,220.0,BIEB 102,FA 24,2,2
2024-06-02,150.0,70.0,0.0,220.0,BIEB 102,FA 24,2,3
2024-06-03,152.0,68.0,0.0,220.0,BIEB 102,FA 24,2,4
2024-06-07,220.0,0.0,45.0,220.0,BIEB 102,FA 24,3,6
2024-08-12,220.0,24.0,41.0,244.0,BIEB 102,FA 24,1,5
2024-08-19,223.0,21.0,41.0,244.0,BIEB 102,FA 24,2,5
2024-05-24,0.0,32.0,0.0,32.0,BIEB 121,FA 24,1,1
2024-05-25,1.0,31.0,0.0,32.0,BIEB 121,FA 24,1,2
2024-05-26,23.0,9.0,0.0,32.0,BIEB 121,FA 24,1,3
2024-05-27,24.0,8.0,0.0,32.0,BIEB 121,FA 24,1,4
2024-05-31,32.0,0.0,0.0,32.0,BIEB 121,FA 24,2,1
2024-06-01,32.0,0.0,0.0,32.0,BIEB 121,FA 24,2,2
2024-06-02,32.0,0.0,0.0,32.0,BIEB 121,FA 24,2,3
2024-06-03,32.0,0.0,0.0,32.0,BIEB 121,FA 24,2,4
2024-06-07,32.0,0.0,14.0,32.0,BIEB 121,FA 24,3,6
2024-08-12,32.0,0.0,13.0,32.0,BIEB 121,FA 24,1,5
2024-08-19,32.0,0.0,13.0,32.0,BIEB 121,FA 24,2,5
2024-05-24,0.0,355.0,0.0,355.0,BIEB 146,FA 24,1,1
2024-05-25,17.0,338.0,0.0,355.0,BIEB 146,FA 24,1,2
2024-05-26,81.0,274.0,0.0,355.0,BIEB 146,FA 24,1,3
2024-05-27,91.0,264.0,0.0,355.0,BIEB 146,FA 24,1,4
2024-05-31,243.0,112.0,0.0,355.0,BIEB 146,FA 24,2,1
2024-06-01,243.0,112.0,0.0,355.0,BIEB 146,FA 24,2,2
2024-06-02,266.0,89.0,0.0,355.0,BIEB 146,FA 24,2,3
2024-06-03,270.0,85.0,0.0,355.0,BIEB 146,FA 24,2,4
2024-06-07,355.0,0.0,87.0,355.0,BIEB 146,FA 24,3,6
2024-08-12,354.0,41.0,71.0,395.0,BIEB 146,FA 24,1,5
2024-08-19,367.0,28.0,71.0,395.0,BIEB 146,FA 24,2,5
2024-05-24,0.0,168.0,0.0,168.0,BIEB 150,FA 24,1,1
2024-05-25,6.0,162.0,0.0,168.0,BIEB 150,FA 24,1,2
2024-05-26,19.0,149.0,0.0,168.0,BIEB 150,FA 24,1,3
2024-05-27,21.0,147.0,0.0,168.0,BIEB 150,FA 24,1,4
2024-05-31,67.0,101.0,0.0,168.0,BIEB 150,FA 24,2,1
2024-06-01,67.0,101.0,0.0,168.0,BIEB 150,FA 24,2,2
2024-06-02,77.0,91.0,0.0,168.0,BIEB 150,FA 24,2,3
2024-06-03,77.0,91.0,0.0,168.0,BIEB 150,FA 24,2,4
2024-06-07,168.0,0.0,25.0,168.0,BIEB 150,FA 24,3,6
2024-08-12,168.0,32.0,23.0,200.0,BIEB 150,FA 24,1,5
2024-08-19,179.0,21.0,23.0,200.0,BIEB 150,FA 24,2,5
2024-05-24,0.0,172.0,0.0,172.0,BIEB 174,FA 24,1,1
2024-05-25,2.0,170.0,0.0,172.0,BIEB 174,FA 24,1,2
2024-05-26,5.0,167.0,0.0,172.0,BIEB 174,FA 24,1,3
2024-05-27,5.0,167.0,0.0,172.0,BIEB 174,FA 24,1,4
2024-05-31,22.0,150.0,0.0,172.0,BIEB 174,FA 24,2,1
2024-06-01,22.0,150.0,0.0,172.0,BIEB 174,FA 24,2,2
2024-06-02,24.0,148.0,0.0,172.0,BIEB 174,FA 24,2,3
2024-06-03,25.0,147.0,0.0,172.0,BIEB 174,FA 24,2,4
2024-06-07,105.0,67.0,0.0,172.0,BIEB 174,FA 24,3,6
2024-08-12,125.0,67.0,0.0,192.0,BIEB 174,FA 24,1,5
2024-08-19,126.0,66.0,0.0,192.0,BIEB 174,FA 24,2,5
2024-05-24,0.0,124.0,0.0,124.0,BIEB 176,FA 24,1,1
2024-05-25,6.0,118.0,0.0,124.0,BIEB 176,FA 24,1,2
2024-05-26,11.0,113.0,0.0,124.0,BIEB 176,FA 24,1,3
2024-05-27,12.0,112.0,0.0,124.0,BIEB 176,FA 24,1,4
2024-05-31,40.0,84.0,0.0,124.0,BIEB 176,FA 24,2,1
2024-06-01,40.0,84.0,0.0,124.0,BIEB 176,FA 24,2,2
2024-06-02,51.0,73.0,0.0,124.0,BIEB 176,FA 24,2,3
2024-06-03,54.0,70.0,0.0,124.0,BIEB 176,FA 24,2,4
2024-06-07,123.0,1.0,20.0,124.0,BIEB 176,FA 24,3,6
2024-08-12,124.0,20.0,23.0,144.0,BIEB 176,FA 24,1,5
2024-08-19,124.0,20.0,23.0,144.0,BIEB 176,FA 24,2,5
2024-05-24,0.0,720.0,0.0,720.0,BILD 1,FA 24,1,1
2024-05-25,14.0,706.0,0.0,720.0,BILD 1,FA 24,1,2
2024-05-26,16.0,704.0,0.0,720.0,BILD 1,FA 24,1,3
2024-05-27,18.0,702.0,0.0,720.0,BILD 1,FA 24,1,4
2024-05-31,142.0,578.0,0.0,720.0,BILD 1,FA 24,2,1
2024-06-01,142.0,578.0,0.0,720.0,BILD 1,FA 24,2,2
2024-06-02,156.0,564.0,0.0,720.0,BILD 1,FA 24,2,3
2024-06-03,160.0,560.0,0.0,720.0,BILD 1,FA 24,2,4
2024-06-07,302.0,418.0,5.0,720.0,BILD 1,FA 24,3,6
2024-08-12,129.0,671.0,0.0,800.0,BILD 1,FA 24,1,5
2024-08-19,650.0,150.0,0.0,800.0,BILD 1,FA 24,2,5
2024-05-24,0.0,432.0,0.0,432.0,BILD 2,FA 24,1,1
2024-05-25,15.0,417.0,0.0,432.0,BILD 2,FA 24,1,2
2024-05-26,20.0,412.0,0.0,432.0,BILD 2,FA 24,1,3
2024-05-27,20.0,412.0,0.0,432.0,BILD 2,FA 24,1,4
2024-05-31,263.0,169.0,0.0,432.0,BILD 2,FA 24,2,1
2024-06-01,264.0,168.0,0.0,432.0,BILD 2,FA 24,2,2
2024-06-02,276.0,156.0,14.0,432.0,BILD 2,FA 24,2,3
2024-06-03,278.0,154.0,15.0,432.0,BILD 2,FA 24,2,4
2024-06-07,402.0,30.0,69.0,432.0,BILD 2,FA 24,3,6
2024-08-12,414.0,66.0,49.0,480.0,BILD 2,FA 24,1,5
2024-08-19,422.0,58.0,49.0,480.0,BILD 2,FA 24,2,5
2024-05-24,0.0,720.0,0.0,720.0,BILD 3,FA 24,1,1
2024-05-25,17.0,703.0,0.0,720.0,BILD 3,FA 24,1,2
2024-05-26,20.0,700.0,0.0,720.0,BILD 3,FA 24,1,3
2024-05-27,20.0,700.0,0.0,720.0,BILD 3,FA 24,1,4
2024-05-31,190.0,530.0,0.0,720.0,BILD 3,FA 24,2,1
2024-06-01,190.0,530.0,0.0,720.0,BILD 3,FA 24,2,2
2024-06-02,214.0,506.0,1.0,720.0,BILD 3,FA 24,2,3
2024-06-03,215.0,505.0,1.0,720.0,BILD 3,FA 24,2,4
2024-06-07,433.0,287.0,6.0,720.0,BILD 3,FA 24,3,6
2024-08-12,496.0,704.0,8.0,1200.0,BILD 3,FA 24,1,5
2024-08-19,802.0,398.0,8.0,1200.0,BILD 3,FA 24,2,5
2024-05-24,0.0,0.0,0.0,0.0,BILD 4,FA 24,1,1
2024-05-25,0.0,0.0,0.0,0.0,BILD 4,FA 24,1,2
2024-05-26,0.0,0.0,0.0,0.0,BILD 4,FA 24,1,3
2024-05-27,0.0,0.0,0.0,0.0,BILD 4,FA 24,1,4
2024-05-31,0.0,0.0,0.0,0.0,BILD 4,FA 24,2,1
2024-06-01,0.0,0.0,0.0,0.0,BILD 4,FA 24,2,2
2024-06-02,0.0,0.0,8.0,0.0,BILD 4,FA 24,2,3
2024-06-03,0.0,0.0,9.0,0.0,BILD 4,FA 24,2,4
2024-06-07,0.0,0.0,98.0,0.0,BILD 4,FA 24,3,6
2024-08-12,0.0,768.0,106.0,768.0,BILD 4,FA 24,1,5
2024-08-19,768.0,0.0,106.0,768.0,BILD 4,FA 24,2,5
2024-05-24,0.0,0.0,0.0,0.0,BILD 5,FA 24,1,1
2024-05-25,0.0,0.0,0.0,0.0,BILD 5,FA 24,1,2
2024-05-26,0.0,0.0,0.0,0.0,BILD 5,FA 24,1,3
2024-05-27,0.0,0.0,0.0,0.0,BILD 5,FA 24,1,4
2024-05-31,0.0,0.0,0.0,0.0,BILD 5,FA 24,2,1
2024-06-01,0.0,0.0,0.0,0.0,BILD 5,FA 24,2,2
2024-06-02,0.0,0.0,1.0,0.0,BILD 5,FA 24,2,3
2024-06-03,0.0,0.0,1.0,0.0,BILD 5,FA 24,2,4
2024-06-07,0.0,0.0,10.0,0.0,BILD 5,FA 24,3,6
2024-08-12,0.0,520.0,15.0,520.0,BILD 5,FA 24,1,5
2024-08-19,420.0,100.0,15.0,520.0,BILD 5,FA 24,2,5
2024-05-24,0.0,64.0,0.0,64.0,BILD 60,FA 24,1,1
2024-05-25,2.0,62.0,0.0,64.0,BILD 60,FA 24,1,2
2024-05-26,5.0,59.0,0.0,64.0,BILD 60,FA 24,1,3
2024-05-27,5.0,59.0,0.0,64.0,BILD 60,FA 24,1,4
2024-05-31,27.0,37.0,0.0,64.0,BILD 60,FA 24,2,1
2024-06-01,27.0,37.0,0.0,64.0,BILD 60,FA 24,2,2
2024-06-02,29.0,35.0,0.0,64.0,BILD 60,FA 24,2,3
2024-06-03,30.0,34.0,0.0,64.0,BILD 60,FA 24,2,4
2024-06-07,64.0,0.0,7.0,64.0,BILD 60,FA 24,3,6
2024-08-12,64.0,0.0,5.0,64.0,BILD 60,FA 24,1,5
2024-08-19,64.0,0.0,5.0,64.0,BILD 60,FA 24,2,5
2024-05-24,0.0,96.0,0.0,96.0,BILD 62,FA 24,1,1
2024-05-25,1.0,95.0,0.0,96.0,BILD 62,FA 24,1,2
2024-05-26,2.0,94.0,0.0,96.0,BILD 62,FA 24,1,3
2024-05-27,4.0,92.0,0.0,96.0,BILD 62,FA 24,1,4
2024-05-31,7.0,89.0,0.0,96.0,BILD 62,FA 24,2,1
2024-06-01,7.0,89.0,0.0,96.0,BILD 62,FA 24,2,2
2024-06-02,8.0,88.0,0.0,96.0,BILD 62,FA 24,2,3
2024-06-03,8.0,88.0,0.0,96.0,BILD 62,FA 24,2,4
2024-06-07,31.0,65.0,0.0,96.0,BILD 62,FA 24,3,6
2024-08-12,41.0,55.0,0.0,96.0,BILD 62,FA 24,1,5
2024-08-19,51.0,45.0,0.0,96.0,BILD 62,FA 24,2,5
2024-05-24,0.0,0.0,0.0,0.0,BILD 87,FA 24,1,1
2024-05-25,0.0,0.0,0.0,0.0,BILD 87,FA 24,1,2
2024-05-26,0.0,0.0,0.0,0.0,BILD 87,FA 24,1,3
2024-05-27,0.0,0.0,0.0,0.0,BILD 87,FA 24,1,4
2024-05-31,0.0,40.0,0.0,40.0,BILD 87,FA 24,2,1
2024-06-01,0.0,40.0,0.0,40.0,BILD 87,FA 24,2,2
2024-06-02,0.0,40.0,0.0,40.0,BILD 87,FA 24,2,3
2024-06-03,0.0,40.0,0.0,40.0,BILD 87,FA 24,2,4
2024-06-07,0.0,40.0,0.0,40.0,BILD 87,FA 24,3,6
2024-08-12,1.0,39.0,0.0,40.0,BILD 87,FA 24,1,5
2024-08-19,24.0,16.0,0.0,40.0,BILD 87,FA 24,2,5
2024-08-12,0.0,9999.0,0.0,9999.0,BILD 99,FA 24,1,5
2024-08-19,0.0,9999.0,0.0,9999.0,BILD 99,FA 24,2,5
2024-05-24,0.0,576.0,0.0,576.0,BIMM 100,FA 24,1,1
2024-05-25,32.0,544.0,0.0,576.0,BIMM 100,FA 24,1,2
2024-05-26,72.0,504.0,0.0,576.0,BIMM 100,FA 24,1,3
2024-05-27,75.0,501.0,0.0,576.0,BIMM 100,FA 24,1,4
2024-05-31,357.0,219.0,0.0,576.0,BIMM 100,FA 24,2,1
2024-06-01,357.0,219.0,0.0,576.0,BIMM 100,FA 24,2,2
2024-06-02,372.0,204.0,7.0,576.0,BIMM 100,FA 24,2,3
2024-06-03,373.0,203.0,8.0,576.0,BIMM 100,FA 24,2,4
2024-06-07,489.0,87.0,42.0,576.0,BIMM 100,FA 24,3,6
2024-08-12,523.0,53.0,31.0,576.0,BIMM 100,FA 24,1,5
2024-08-19,534.0,42.0,33.0,576.0,BIMM 100,FA 24,2,5
2024-05-24,0.0,240.0,0.0,240.0,BIMM 101,FA 24,1,1
2024-05-25,31.0,209.0,0.0,240.0,BIMM 101,FA 24,1,2
2024-05-26,135.0,105.0,0.0,240.0,BIMM 101,FA 24,1,3
2024-05-27,143.0,97.0,0.0,240.0,BIMM 101,FA 24,1,4
2024-05-31,240.0,0.0,0.0,240.0,BIMM 101,FA 24,2,1
2024-06-01,240.0,0.0,0.0,240.0,BIMM 101,FA 24,2,2
2024-06-02,240.0,0.0,1.0,240.0,BIMM 101,FA 24,2,3
2024-06-03,240.0,0.0,2.0,240.0,BIMM 101,FA 24,2,4
2024-06-07,240.0,0.0,69.0,240.0,BIMM 101,FA 24,3,6
2024-08-12,192.0,0.0,56.0,192.0,BIMM 101,FA 24,1,5
2024-08-19,192.0,0.0,56.0,192.0,BIMM 101,FA 24,2,5
2024-05-24,0.0,248.0,0.0,248.0,BIMM 110,FA 24,1,1
2024-05-25,3.0,245.0,0.0,248.0,BIMM 110,FA 24,1,2
2024-05-26,26.0,222.0,0.0,248.0,BIMM 110,FA 24,1,3
2024-05-27,26.0,222.0,0.0,248.0,BIMM 110,FA 24,1,4
2024-05-31,58.0,190.0,0.0,248.0,BIMM 110,FA 24,2,1
2024-06-01,58.0,190.0,0.0,248.0,BIMM 110,FA 24,2,2
2024-06-02,64.0,184.0,0.0,248.0,BIMM 110,FA 24,2,3
2024-06-03,66.0,182.0,0.0,248.0,BIMM 110,FA 24,2,4
2024-06-07,143.0,105.0,0.0,248.0,BIMM 110,FA 24,3,6
2024-08-12,157.0,91.0,0.0,248.0,BIMM 110,FA 24,1,5
2024-08-19,157.0,91.0,0.0,248.0,BIMM 110,FA 24,2,5
2024-05-24,0.0,348.0,0.0,348.0,BIMM 120,FA 24,1,1
2024-05-25,22.0,326.0,0.0,348.0,BIMM 120,FA 24,1,2
2024-05-26,97.0,251.0,0.0,348.0,BIMM 120,FA 24,1,3
2024-05-27,101.0,247.0,0.0,348.0,BIMM 120,FA 24,1,4
2024-05-31,208.0,140.0,0.0,348.0,BIMM 120,FA 24,2,1
2024-06-01,208.0,140.0,0.0,348.0,BIMM 120,FA 24,2,2
2024-06-02,222.0,126.0,0.0,348.0,BIMM 120,FA 24,2,3
2024-06-03,223.0,125.0,0.0,348.0,BIMM 120,FA 24,2,4
2024-06-07,340.0,8.0,14.0,348.0,BIMM 120,FA 24,3,6
2024-08-12,348.0,0.0,23.0,348.0,BIMM 120,FA 24,1,5
